,ndoi,smscg,tide
1/2/1936,19374.79753,0,5.414299965
1/3/1936,20604.53919,0,6.223200321
1/4/1936,21856.32938,0,6.942900181
1/5/1936,23125.7881,0,7.483400345
1/6/1936,24408.53536,0,7.78219986
1/7/1936,25700.19117,0,7.775699615
1/8/1936,26996.37553,0,7.550600052
1/9/1936,28292.70844,0,7.237699986
1/10/1936,29584.80991,0,6.546899796
1/11/1936,30868.29995,0,5.751100063
1/12/1936,32138.79856,0,4.814099789
1/13/1936,33391.92574,0,4.314399719
1/14/1936,34623.3015,0,3.78309989
1/15/1936,35828.54585,0,3.293400049
1/16/1936,37024.18534,0,3.620100021
1/17/1936,38328.54853,0,4.168499947
1/18/1936,39751.18348,0,4.791500092
1/19/1936,41280.4283,0,5.513299942
1/20/1936,42904.62108,0,6.250099659
1/21/1936,44612.09993,0,6.874499798
1/22/1936,46391.20296,0,7.493199825
1/23/1936,48230.26827,0,7.874499798
1/24/1936,50117.63395,0,7.782000065
1/25/1936,52041.63812,0,7.39659977
1/26/1936,53990.61888,0,6.541199684
1/27/1936,55952.91432,0,5.613399982
1/28/1936,57916.86255,0,5.140399933
1/29/1936,59870.80168,0,5.086599827
1/30/1936,61803.06981,0,5.497799873
1/31/1936,63702.00504,0,5.880399704
2/1/1936,65555.94547,1,6.227700233
2/2/1936,67353.22921,1,6.55150032
2/3/1936,69082.19435,1,6.815200329
2/4/1936,70731.17901,1,6.930299759
2/5/1936,72288.52128,1,6.82559967
2/6/1936,73742.55928,1,6.697199821
2/7/1936,75081.63109,1,6.239799976
2/8/1936,76294.07483,1,5.682600021
2/9/1936,77368.22859,1,4.881799698
2/10/1936,78292.43048,1,4.378400326
2/11/1936,79055.01861,1,3.92840004
2/12/1936,79644.33107,1,3.790400028
2/13/1936,80048.70598,1,3.890200138
2/14/1936,80256.48142,1,3.993000031
2/15/1936,80237.46084,1,4.222700119
2/16/1936,79882.35775,1,4.651599884
2/17/1936,79195.68866,1,5.231400013
2/18/1936,78202.01401,1,5.903399944
2/19/1936,76925.89425,1,6.614699841
2/20/1936,75391.88982,1,7.098599911
2/21/1936,73624.56118,1,7.21930027
2/22/1936,71648.46875,1,7.063399792
2/23/1936,69488.17299,1,6.397500038
2/24/1936,67168.23434,1,5.593599796
2/25/1936,64713.21325,1,5.806600094
2/26/1936,62147.67016,1,6.088600159
2/27/1936,59496.16551,1,6.102399826
2/28/1936,56783.25975,1,5.994400024
2/29/1936,54033.51332,1,5.814599991
3/1/1936,51271.48668,1,5.720700264
3/2/1936,48521.74025,1,5.705699921
3/3/1936,45808.83449,1,5.756099701
3/4/1936,43157.32984,1,5.758499622
3/5/1936,40591.78675,1,5.651500225
3/6/1936,38136.76566,1,5.366299629
3/7/1936,35816.82701,1,5.013700008
3/8/1936,33656.53125,1,4.541300297
3/9/1936,31680.43882,1,4.307899952
3/10/1936,29913.11018,1,4.414900303
3/11/1936,28379.10575,1,4.679700375
3/12/1936,27102.98599,1,4.687399864
3/13/1936,26109.31134,1,4.622599602
3/14/1936,25422.64225,1,4.492800236
3/15/1936,25067.53916,1,4.481300354
3/16/1936,25024.5988,1,4.640500069
3/17/1936,25044.87234,1,4.95720005
3/18/1936,25084.09848,1,5.412299633
3/19/1936,25140.89885,1,5.776900291
3/20/1936,25213.89507,1,6.051000118
3/21/1936,25301.70878,1,5.979400158
3/22/1936,25402.96161,1,5.808499813
3/23/1936,25516.27518,1,6.41590023
3/24/1936,25640.27113,1,6.965000153
3/25/1936,25773.57108,1,7.029800415
3/26/1936,25914.79666,1,7.144499779
3/27/1936,26062.56951,1,6.770900249
3/28/1936,26215.51124,1,6.193300247
3/29/1936,26372.2435,1,5.596700191
3/30/1936,26531.3879,1,5.115599632
3/31/1936,26691.56608,1,4.796800137
4/1/1936,26851.39967,1,4.634600163
4/2/1936,27009.5103,1,4.557099819
4/3/1936,27164.51959,1,4.501399994
4/4/1936,27315.04918,1,4.294400215
4/5/1936,27459.72069,1,4.611100197
4/6/1936,27597.15575,1,5.05039978
4/7/1936,27725.97599,1,5.285399914
4/8/1936,27844.80305,1,5.564700127
4/9/1936,27952.25855,1,5.476399899
4/10/1936,28046.96411,1,5.529900074
4/11/1936,28127.54138,1,5.427100182
4/12/1936,28192.61197,1,5.184900284
4/13/1936,28240.79752,1,4.946800232
4/14/1936,28270.71965,1,4.795900345
4/15/1936,28281,1,4.734200001
4/16/1936,28264.27713,1,4.759400368
4/17/1936,28215.1716,1,5.027999878
4/18/1936,28135.27806,1,5.216199875
4/19/1936,28026.19114,1,5.92509985
4/20/1936,27889.5055,1,6.926300049
4/21/1936,27726.81576,1,7.720300198
4/22/1936,27539.71656,1,7.991399765
4/23/1936,27329.80256,1,7.762700081
4/24/1936,27098.66839,1,7.632600307
4/25/1936,26847.90868,1,7.01970005
4/26/1936,26579.11809,1,6.178999901
4/27/1936,26293.89124,1,5.274600029
4/28/1936,25993.82279,1,4.591099739
4/29/1936,25680.50736,1,4.407500267
4/30/1936,25355.53961,1,4.299799919
5/1/1936,25020.51417,1,4.121999741
5/2/1936,24677.02568,1,4.403600216
5/3/1936,24326.66879,1,4.89109993
5/4/1936,23971.03812,1,5.505900383
5/5/1936,23611.72833,1,5.823600292
5/6/1936,23250.33406,1,6.209800243
5/7/1936,22888.44994,1,6.274999619
5/8/1936,22527.67061,1,6.342300415
5/9/1936,22169.59072,1,6.114500046
5/10/1936,21815.8049,1,6.107300282
5/11/1936,21467.9078,1,5.751700401
5/12/1936,21127.49406,1,5.354899883
5/13/1936,20796.15831,1,4.829800129
5/14/1936,20475.4952,1,4.829800129
5/15/1936,20167.09936,1,4.930399895
5/16/1936,19869.02347,1,4.967999935
5/17/1936,19561.44578,1,5.906300068
5/18/1936,19241.99865,1,7.082299709
5/19/1936,18911.8381,1,7.919099808
5/20/1936,18572.12017,1,8.301699638
5/21/1936,18224.00091,1,8.329899788
5/22/1936,17868.63636,1,8.074500084
5/23/1936,17507.18255,1,7.596500397
5/24/1936,17140.79551,1,7.058899879
5/25/1936,16770.63131,1,6.055399895
5/26/1936,16397.84596,1,5.015500069
5/27/1936,16023.59551,1,4.612999916
5/28/1936,15649.036,1,4.238999844
5/29/1936,15275.32346,1,3.958199978
5/30/1936,14903.61395,1,4.231800079
5/31/1936,14535.06349,1,4.863199711
6/1/1936,14170.82813,1,5.507600307
6/2/1936,13812.0639,1,6.009699821
6/3/1936,13459.92684,1,6.466500282
6/4/1936,13115.573,1,6.734600067
6/5/1936,12780.15841,1,6.9229002
6/6/1936,12454.83911,1,6.961100101
6/7/1936,12140.77114,1,6.73279953
6/8/1936,11839.11055,1,6.611800194
6/9/1936,11551.01336,1,6.228199959
6/10/1936,11277.63561,1,5.496799946
6/11/1936,11020.13336,1,5.263899803
6/12/1936,10779.66263,1,5.024799824
6/13/1936,10557.37947,1,5.176400185
6/14/1936,10354.43991,1,5.780700207
6/15/1936,10172,1,6.801000118
6/16/1936,10002.24151,1,7.59800005
6/17/1936,9836.541492,1,8.067299843
6/18/1936,9674.848902,1,8.284799576
6/19/1936,9517.112689,1,8.232299805
6/20/1936,9363.281806,1,7.818099976
6/21/1936,9213.305202,1,7.090200424
6/22/1936,9067.13183,1,6.617599964
6/23/1936,8924.710641,1,5.643699646
6/24/1936,8785.990587,1,4.959300041
6/25/1936,8650.920618,1,4.413499832
6/26/1936,8519.449686,1,3.931900024
6/27/1936,8391.526742,1,4.115599632
6/28/1936,8267.100738,1,4.427000046
6/29/1936,8146.120624,1,5.018600464
6/30/1936,8028.535353,0,5.642799854
7/1/1936,7914.293876,0,6.209400177
7/2/1936,7803.345144,0,6.690000057
7/3/1936,7695.638108,0,7.063099861
7/4/1936,7591.121719,0,7.331799984
7/5/1936,7489.74493,0,7.235899925
7/6/1936,7391.456691,0,6.996900082
7/7/1936,7296.205953,0,6.72329998
7/8/1936,7203.941669,0,6.077600002
7/9/1936,7114.612788,0,5.56760025
7/10/1936,7028.168264,0,5.289500237
7/11/1936,6944.557047,0,5.322700024
7/12/1936,6863.728087,0,5.978899956
7/13/1936,6785.630338,0,6.274799824
7/14/1936,6710.21275,0,6.924399853
7/15/1936,6637.424274,0,7.410099983
7/16/1936,6567.056316,0,7.713699818
7/17/1936,6498.132285,0,7.797299862
7/18/1936,6430.49401,0,7.612500191
7/19/1936,6364.143058,0,7.058000088
7/20/1936,6299.080997,0,6.319999695
7/21/1936,6235.309392,0,5.897900105
7/22/1936,6172.829812,0,4.957400322
7/23/1936,6111.643822,0,4.571899891
7/24/1936,6051.752991,0,3.977199793
7/25/1936,5993.158885,0,3.88319993
7/26/1936,5935.863072,0,4.261899948
7/27/1936,5879.867117,0,4.480499744
7/28/1936,5825.172589,0,4.859099865
7/29/1936,5771.781053,0,5.442500114
7/30/1936,5719.694078,0,6.093700409
7/31/1936,5668.913231,0,6.645999908
8/1/1936,5619.440077,0,7.1104002
8/2/1936,5571.276185,0,7.206500053
8/3/1936,5524.423121,0,7.111399651
8/4/1936,5478.882452,0,6.699200153
8/5/1936,5434.655746,0,6.103600025
8/6/1936,5391.744568,0,5.796999931
8/7/1936,5350.150487,0,5.344600201
8/8/1936,5309.87507,0,5.527400017
8/9/1936,5270.919882,0,5.873600006
8/10/1936,5233.286492,0,6.16230011
8/11/1936,5196.976467,0,6.204500198
8/12/1936,5161.991372,0,6.53730011
8/13/1936,5128.332776,0,6.777299881
8/14/1936,5096.002246,0,6.934599876
8/15/1936,5065.001347,0,6.885200024
8/16/1936,5035.265628,0,6.512800217
8/17/1936,5006.390828,0,5.948699951
8/18/1936,4978.287695,0,5.313700199
8/19/1936,4950.93192,0,4.861499786
8/20/1936,4924.299193,0,4.386099815
8/21/1936,4898.365205,0,4.094200134
8/22/1936,4873.105646,0,4.054699898
8/23/1936,4848.496206,0,4.112999916
8/24/1936,4824.512576,0,4.219799995
8/25/1936,4801.130447,0,4.487500191
8/26/1936,4778.325508,0,4.614600182
8/27/1936,4756.07345,0,5.143599987
8/28/1936,4734.349963,0,5.763100147
8/29/1936,4713.130739,0,6.270100117
8/30/1936,4692.391467,0,6.508399963
8/31/1936,4672.107837,1,6.608700275
9/1/1936,4652.255541,1,6.328900337
9/2/1936,4632.810268,1,5.886000156
9/3/1936,4613.747709,1,5.750500202
9/4/1936,4595.043554,1,6.169499874
9/5/1936,4576.673495,1,6.291399956
9/6/1936,4558.61322,1,6.220900059
9/7/1936,4540.838421,1,6.070199966
9/8/1936,4523.324788,1,5.940699577
9/9/1936,4506.048012,1,5.685900211
9/10/1936,4488.983782,1,5.850399971
9/11/1936,4472.107789,1,5.882599831
9/12/1936,4455.395724,1,5.818699837
9/13/1936,4438.823278,1,5.537500381
9/14/1936,4422.366139,1,5.189400196
9/15/1936,4406,1,4.778100014
9/16/1936,4389.443735,1,4.622700214
9/17/1936,4372.476689,1,4.856999874
9/18/1936,4355.165261,1,4.863600254
9/19/1936,4337.575844,1,4.842000008
9/20/1936,4319.774838,1,4.675799847
9/21/1936,4301.828636,1,4.509900093
9/22/1936,4283.803637,1,4.376099586
9/23/1936,4265.766236,1,4.390000343
9/24/1936,4247.78283,1,4.594900131
9/25/1936,4229.919815,1,4.680400372
9/26/1936,4212.243587,1,5.086500168
9/27/1936,4194.820544,1,5.42869997
9/28/1936,4177.717081,1,5.55150032
9/29/1936,4160.999594,1,5.462600231
9/30/1936,4144.734481,0,6.109700203
10/1/1936,4128.988137,0,6.907200336
10/2/1936,4113.826959,0,7.39289999
10/3/1936,4099.317344,0,7.394399643
10/4/1936,4085.525687,0,7.100600243
10/5/1936,4072.518385,0,6.560500145
10/6/1936,4060.361835,0,5.895300388
10/7/1936,4049.122433,0,5.316599846
10/8/1936,4038.866575,0,4.894899845
10/9/1936,4029.660657,0,4.858500004
10/10/1936,4021.571077,0,4.778699875
10/11/1936,4014.66423,0,4.820600033
10/12/1936,4009.006513,0,4.653599739
10/13/1936,4004.664323,0,5.044499874
10/14/1936,4001.704055,0,5.288799763
10/15/1936,4000.192106,0,5.635200024
10/16/1936,4000.190783,0,5.751399994
10/17/1936,4001.700123,0,5.760499954
10/18/1936,4004.675556,0,5.657599926
10/19/1936,4009.071952,0,5.402099609
10/20/1936,4014.844184,0,5.030400276
10/21/1936,4021.947123,0,4.731900215
10/22/1936,4030.33564,0,4.474900246
10/23/1936,4039.964608,0,4.304800034
10/24/1936,4050.788899,0,4.252799988
10/25/1936,4062.763383,0,4.491100311
10/26/1936,4075.842932,0,4.871099949
10/27/1936,4089.982419,0,5.522999763
10/28/1936,4105.136714,0,6.615200043
10/29/1936,4121.26069,0,7.627799988
10/30/1936,4138.309217,0,8.202899933
10/31/1936,4156.237169,0,8.402400017
11/1/1936,4174.999415,0,8.178500175
11/2/1936,4194.550829,0,7.550699711
11/3/1936,4214.846281,0,6.672399998
11/4/1936,4235.840643,0,5.704100132
11/5/1936,4257.488788,0,4.806000233
11/6/1936,4279.745586,0,4.57130003
11/7/1936,4302.565909,0,4.436399937
11/8/1936,4325.904629,0,4.511199951
11/9/1936,4349.716617,0,4.682299614
11/10/1936,4373.956746,0,5.267199993
11/11/1936,4398.579887,0,5.716199875
11/12/1936,4423.540911,0,6.05189991
11/13/1936,4448.79469,0,6.358200073
11/14/1936,4474.296096,0,6.420300007
11/15/1936,4500,0,6.500200272
11/16/1936,4527.393898,0,6.325500011
11/17/1936,4557.931889,0,6.058799744
11/18/1936,4591.518749,0,5.726900101
11/19/1936,4628.059258,0,5.221300125
11/20/1936,4667.458193,0,4.618500233
11/21/1936,4709.62033,0,4.361100197
11/22/1936,4754.450449,0,4.315700054
11/23/1936,4801.853326,0,4.295500278
11/24/1936,4851.733739,0,5.371399879
11/25/1936,4903.996465,0,6.593400002
11/26/1936,4958.546283,0,7.637900352
11/27/1936,5015.28797,0,8.392000198
11/28/1936,5074.126303,0,8.836299896
11/29/1936,5134.966061,0,8.791900635
11/30/1936,5197.71202,0,8.289299965
12/1/1936,5262.268959,0,7.426199913
12/2/1936,5328.541654,0,6.429699898
12/3/1936,5396.434885,0,5.288000107
12/4/1936,5465.853427,0,4.74489975
12/5/1936,5536.70206,0,4.282700062
12/6/1936,5608.88556,0,3.893899918
12/7/1936,5682.308705,0,4.338399887
12/8/1936,5756.876273,0,4.92840004
12/9/1936,5832.493042,0,5.533400059
12/10/1936,5909.063788,0,5.911300182
12/11/1936,5986.49329,0,6.428800106
12/12/1936,6064.686325,0,6.674200058
12/13/1936,6143.547671,0,6.916599751
12/14/1936,6222.982106,0,6.972899914
12/15/1936,6302.894407,0,6.816100121
12/16/1936,6383.007625,0,6.604400158
12/17/1936,6462.308143,0,6.040699959
12/18/1936,6540.958465,0,5.325700283
12/19/1936,6619.321928,0,4.820099831
12/20/1936,6697.761868,0,4.51639986
12/21/1936,6776.641622,0,4.256800175
12/22/1936,6856.324528,0,5.043999672
12/23/1936,6937.173921,0,6.077300072
12/24/1936,7019.55314,0,7.061500072
12/25/1936,7103.82552,0,7.929600239
12/26/1936,7190.354399,0,8.498000145
12/27/1936,7279.503114,0,8.680000305
12/28/1936,7371.635001,0,8.425100327
12/29/1936,7467.113397,0,7.848899841
12/30/1936,7566.301639,0,7.08039999
12/31/1936,7669.563064,0,5.993299961
1/1/1937,7777.261008,0,5.066800117
1/2/1937,7889.75881,0,4.473800182
1/3/1937,8007.419804,0,3.872900009
1/4/1937,8130.60733,0,3.832399845
1/5/1937,8259.684722,0,4.272599697
1/6/1937,8395.015318,0,4.757499695
1/7/1937,8536.962456,0,5.294300079
1/8/1937,8685.889471,0,5.860800266
1/9/1937,8842.1597,0,6.286900043
1/10/1937,9006.136481,0,6.722599983
1/11/1937,9178.183151,0,7.041300297
1/12/1937,9358.663045,0,7.047699928
1/13/1937,9547.939502,0,7.022099972
1/14/1937,9746.375857,0,6.565099716
1/15/1937,9954.335448,0,5.946000099
1/16/1937,10194.55675,0,5.192500114
1/17/1937,10596.50676,0,4.815499783
1/18/1937,11169.7701,0,4.35739994
1/19/1937,11900.98433,0,4.956999779
1/20/1937,12776.78703,0,5.661699772
1/21/1937,13783.81577,0,6.367000103
1/22/1937,14908.70812,0,7.027699947
1/23/1937,16138.10164,0,7.56430006
1/24/1937,17458.63391,0,7.871800423
1/25/1937,18856.9425,0,7.842099667
1/26/1937,20319.66498,0,7.541100025
1/27/1937,21833.43893,0,6.98609972
1/28/1937,23384.9019,0,6.116000175
1/29/1937,24960.69147,0,5.178900242
1/30/1937,26547.44522,0,4.624799728
1/31/1937,28131.80071,1,3.994699955
2/1/1937,29700.39551,1,3.825399876
2/2/1937,31239.86719,1,3.919800043
2/3/1937,32736.85333,1,4.084599972
2/4/1937,34177.9915,1,4.421099663
2/5/1937,35549.91926,1,4.864100456
2/6/1937,36839.27418,1,5.362299919
2/7/1937,38032.69384,1,5.934000015
2/8/1937,39116.81581,1,6.401299953
2/9/1937,40078.27765,1,6.636399746
2/10/1937,40903.71694,1,6.75949955
2/11/1937,41579.77125,1,6.518499851
2/12/1937,42093.07815,1,6.075600147
2/13/1937,42430.27521,1,5.314499855
2/14/1937,42578,1,4.982700348
2/15/1937,42625.76619,1,5.25330019
2/16/1937,42671.99073,1,5.49090004
2/17/1937,42716.66607,1,5.610599995
2/18/1937,42759.78469,1,5.843299866
2/19/1937,42801.33905,1,6.129100323
2/20/1937,42841.32162,1,6.430099964
2/21/1937,42879.72487,1,6.662099838
2/22/1937,42916.54126,1,6.703499794
2/23/1937,42951.76326,1,6.59280014
2/24/1937,42985.38334,1,6.192100048
2/25/1937,43017.39397,1,5.591900349
2/26/1937,43047.78761,1,4.928199768
2/27/1937,43076.55672,1,4.450300217
2/28/1937,43103.69378,1,4.563000202
3/1/1937,43129.19125,1,4.480000019
3/2/1937,43153.0416,1,4.388700485
3/3/1937,43175.2373,1,4.209199905
3/4/1937,43195.77081,1,4.10199976
3/5/1937,43214.6346,1,4.165299892
3/6/1937,43231.82113,1,4.393799782
3/7/1937,43247.32288,1,4.79610014
3/8/1937,43261.13231,1,5.193799973
3/9/1937,43273.24189,1,5.601500034
3/10/1937,43283.64409,1,5.827199936
3/11/1937,43292.33136,1,5.816599846
3/12/1937,43299.29618,1,5.556600094
3/13/1937,43304.53102,1,5.597499847
3/14/1937,43308.02834,1,6.040100098
3/15/1937,43309.78061,1,6.401800156
3/16/1937,43299.66909,1,6.512000084
3/17/1937,43218.74149,1,6.429599762
3/18/1937,43061.28093,1,6.147399902
3/19/1937,42831.87311,1,5.811399937
3/20/1937,42535.10377,1,5.555500031
3/21/1937,42175.5586,1,5.441800117
3/22/1937,41757.82333,1,5.414000034
3/23/1937,41286.48366,1,5.316200256
3/24/1937,40766.12531,1,5.016200066
3/25/1937,40201.334,1,4.852800369
3/26/1937,39596.69543,1,4.856599808
3/27/1937,38956.79533,1,5.138500214
3/28/1937,38286.2194,1,5.308700085
3/29/1937,37589.55335,1,5.152699947
3/30/1937,36871.38291,1,5.237400055
3/31/1937,36136.29379,1,5.038200378
4/1/1937,35388.87169,1,4.73210001
4/2/1937,34633.70234,1,4.403100014
4/3/1937,33875.37144,1,4.192399979
4/4/1937,33118.46471,1,4.159899712
4/5/1937,32367.56787,1,4.272200108
4/6/1937,31627.26662,1,4.424099922
4/7/1937,30902.14668,1,4.681299686
4/8/1937,30196.79377,1,4.989799976
4/9/1937,29515.7936,1,5.294199944
4/10/1937,28863.73187,1,6.368199825
4/11/1937,28245.19431,1,7.101200104
4/12/1937,27664.76663,1,7.583000183
4/13/1937,27127.03455,1,7.38809967
4/14/1937,26636.58376,1,7.494100094
4/15/1937,26198,1,6.990600109
4/16/1937,25789.41423,1,6.315000057
4/17/1937,25385.94185,1,5.607800007
4/18/1937,24987.64522,1,4.966199875
4/19/1937,24594.58668,1,4.886899948
4/20/1937,24206.82858,1,4.752900124
4/21/1937,23824.43329,1,4.564400196
4/22/1937,23447.46314,1,4.869600296
4/23/1937,23075.98049,1,5.337599754
4/24/1937,22710.0477,1,5.60559988
4/25/1937,22349.72711,1,5.913199902
4/26/1937,21995.08108,1,5.915899754
4/27/1937,21646.17196,1,5.94329977
4/28/1937,21303.06209,1,5.666200161
4/29/1937,20965.81383,1,5.563300133
4/30/1937,20634.48954,1,5.278699875
5/1/1937,20309.15156,1,4.894500256
5/2/1937,19989.86225,1,4.474999905
5/3/1937,19676.68395,1,4.102799892
5/4/1937,19369.67902,1,4.282099724
5/5/1937,19068.90981,1,4.426300049
5/6/1937,18774.43867,1,4.565700054
5/7/1937,18486.32795,1,5.507400036
5/8/1937,18204.64001,1,6.623399734
5/9/1937,17929.4372,1,7.649400234
5/10/1937,17660.78186,1,8.270999908
5/11/1937,17398.73635,1,8.410999298
5/12/1937,17143.36302,1,8.092499733
5/13/1937,16894.72423,1,7.923099995
5/14/1937,16652.88232,1,7.210599899
5/15/1937,16417.89964,1,6.24489975
5/16/1937,16189.68306,1,5.330899715
5/17/1937,15967.25255,1,4.97480011
5/18/1937,15750.23533,1,4.706200123
5/19/1937,15538.40195,1,4.401400089
5/20/1937,15331.52297,1,4.884900093
5/21/1937,15129.36895,1,5.482999802
5/22/1937,14931.71043,1,5.80409956
5/23/1937,14738.31798,1,6.188899994
5/24/1937,14548.96215,1,6.331200123
5/25/1937,14363.41348,1,6.442599773
5/26/1937,14181.44254,1,6.37980032
5/27/1937,14002.81988,1,6.165199757
5/28/1937,13827.31606,1,5.988900185
5/29/1937,13654.70162,1,5.771299839
5/30/1937,13484.74713,1,5.187699795
5/31/1937,13317.22314,1,4.701200008
6/1/1937,13151.9002,1,4.601799965
6/2/1937,12988.54886,1,4.569399834
6/3/1937,12826.93969,1,4.606699944
6/4/1937,12666.84323,1,5.300100327
6/5/1937,12508.03005,1,6.521699905
6/6/1937,12350.27068,1,7.581799984
6/7/1937,12193.3357,1,8.328000069
6/8/1937,12036.99565,1,8.659999847
6/9/1937,11881.02109,1,8.615300179
6/10/1937,11725.18257,1,8.28619957
6/11/1937,11569.25064,1,7.864200115
6/12/1937,11412.99587,1,7.117899895
6/13/1937,11256.1888,1,5.937600136
6/14/1937,11098.59999,1,5.331000328
6/15/1937,10940,1,4.78429985
6/16/1937,10780.39189,1,4.373399734
6/17/1937,10620.0507,1,4.679499626
6/18/1937,10459.15491,1,5.161800385
6/19/1937,10297.88303,1,5.619699955
6/20/1937,10136.41353,1,6.034800053
6/21/1937,9974.924927,1,6.329299927
6/22/1937,9813.595697,1,6.571800232
6/23/1937,9652.604338,1,6.696500301
6/24/1937,9492.129342,1,6.637700081
6/25/1937,9332.349201,1,6.49849987
6/26/1937,9173.44241,1,6.087800026
6/27/1937,9015.587459,1,5.91740036
6/28/1937,8858.962842,1,5.303100109
6/29/1937,8703.747051,1,5.01609993
6/30/1937,8550.118579,1,4.755599976
7/1/1937,8398.255918,0,4.727300167
7/2/1937,8248.337562,0,5.549699783
7/3/1937,8100.542002,0,6.059599876
7/4/1937,7955.047732,0,7.006700039
7/5/1937,7812.033243,0,7.782099724
7/6/1937,7671.677029,0,8.261500359
7/7/1937,7534.157583,0,8.447799683
7/8/1937,7399.653396,0,8.364600182
7/9/1937,7268.342961,0,7.855700016
7/10/1937,7140.404772,0,7.172100067
7/11/1937,7016.01732,0,6.432900429
7/12/1937,6895.359099,0,5.569600105
7/13/1937,6778.608601,0,4.968900204
7/14/1937,6665.944318,0,4.260399818
7/15/1937,6557.544743,0,4.503599644
7/16/1937,6452.747434,0,4.581500053
7/17/1937,6346.753313,0,4.981200218
7/18/1937,6239.073816,0,5.407900333
7/19/1937,6130.068877,0,5.834700108
7/20/1937,6020.098425,0,6.208800316
7/21/1937,5909.522395,0,6.515900135
7/22/1937,5798.700717,0,6.60890007
7/23/1937,5687.993323,0,6.642399788
7/24/1937,5577.760145,0,6.390599728
7/25/1937,5468.361115,0,5.898400307
7/26/1937,5360.156165,0,5.638500214
7/27/1937,5253.505227,0,5.150300026
7/28/1937,5148.768233,0,4.957700253
7/29/1937,5046.305114,0,4.80700016
7/30/1937,4946.475803,0,5.35160017
7/31/1937,4849.640232,0,5.949800014
8/1/1937,4756.158331,0,6.196000099
8/2/1937,4666.390034,0,6.85559988
8/3/1937,4580.695272,0,7.361399651
8/4/1937,4499.433977,0,7.670699596
8/5/1937,4422.966081,0,7.754300117
8/6/1937,4351.651516,0,7.464000225
8/7/1937,4285.850214,0,6.775100231
8/8/1937,4225.922106,0,6.015200138
8/9/1937,4172.227124,0,5.453999996
8/10/1937,4125.125201,0,4.811500072
8/11/1937,4084.976268,0,4.313099861
8/12/1937,4052.140258,0,4.238599777
8/13/1937,4026.977101,0,4.298099995
8/14/1937,4009.846731,0,4.461899757
8/15/1937,4001.109078,0,4.554199696
8/16/1937,4000.683392,0,4.920700073
8/17/1937,4006.014605,0,5.377299786
8/18/1937,4016.329671,0,5.786499977
8/19/1937,4031.266128,0,6.006499767
8/20/1937,4050.461514,0,6.241700172
8/21/1937,4073.553368,0,6.14440012
8/22/1937,4100.179226,0,5.833899975
8/23/1937,4129.976628,0,5.291999817
8/24/1937,4162.58311,0,5.228499889
8/25/1937,4197.636212,0,5.110499859
8/26/1937,4234.77347,0,5.384200096
8/27/1937,4273.632423,0,5.615700245
8/28/1937,4313.850609,0,5.808899879
8/29/1937,4355.065565,0,6.027299881
8/30/1937,4396.91483,0,5.976799965
8/31/1937,4439.035941,0,6.337100029
9/1/1937,4481.066437,1,6.580499649
9/2/1937,4522.643856,1,6.669400215
9/3/1937,4563.405734,1,6.496100426
9/4/1937,4602.989611,1,6.024600029
9/5/1937,4641.033025,1,5.509300232
9/6/1937,4677.173512,1,5.076499939
9/7/1937,4711.048612,1,5.024699688
9/8/1937,4742.295862,1,4.864699841
9/9/1937,4770.5528,1,4.684899807
9/10/1937,4795.456963,1,4.393400192
9/11/1937,4816.645891,1,4.214700222
9/12/1937,4833.757121,1,4.179399967
9/13/1937,4846.42819,1,4.220699787
9/14/1937,4854.296637,1,4.345299721
9/15/1937,4857,1,4.653800011
9/16/1937,4854.296637,1,5.052400112
9/17/1937,4846.42819,1,5.322899818
9/18/1937,4833.757121,1,5.355800152
9/19/1937,4816.645891,1,5.263599873
9/20/1937,4795.456963,1,5.300300121
9/21/1937,4770.5528,1,5.869499683
9/22/1937,4742.295862,1,6.272900105
9/23/1937,4711.048612,1,6.509699821
9/24/1937,4677.173512,1,6.41479969
9/25/1937,4641.033025,1,6.133500099
9/26/1937,4602.989611,1,5.901299953
9/27/1937,4563.405734,1,5.713199615
9/28/1937,4522.643856,1,5.348499775
9/29/1937,4481.066437,1,5.531099796
9/30/1937,4439.035941,1,5.437199593
10/1/1937,4396.91483,1,5.229000092
10/2/1937,4355.065565,1,5.252200127
10/3/1937,4313.850609,1,5.283199787
10/4/1937,4273.632423,1,5.681600094
10/5/1937,4234.77347,1,5.69849968
10/6/1937,4197.636212,1,5.713900089
10/7/1937,4162.58311,1,5.499099731
10/8/1937,4129.976628,1,5.229800224
10/9/1937,4100.179226,1,4.797100067
10/10/1937,4073.553368,1,4.388500214
10/11/1937,4050.461514,1,4.094299793
10/12/1937,4031.266128,1,3.912799835
10/13/1937,4016.329671,1,3.892400026
10/14/1937,4006.014605,1,3.978299856
10/15/1937,4000.683392,1,4.221300125
10/16/1937,4005.027474,1,4.529899597
10/17/1937,4044.766808,1,5.005700111
10/18/1937,4123.017651,1,6.010400295
10/19/1937,4238.498791,1,6.763100147
10/20/1937,4389.929019,1,7.414299965
10/21/1937,4576.027125,1,7.692099571
10/22/1937,4795.511897,1,7.601099968
10/23/1937,5047.102127,1,7.229100227
10/24/1937,5329.516603,1,6.589799881
10/25/1937,5641.474116,1,5.826900005
10/26/1937,5981.693455,1,5.090499878
10/27/1937,6348.89341,1,4.859799862
10/28/1937,6741.792771,1,4.973400116
10/29/1937,7159.110328,1,5.050300121
