,ndoi,smscg,tide
8/5/1980,6095.967181,0,6.043399811
8/6/1980,6031.141158,0,6.507900238
8/7/1980,5971.354721,0,6.82859993
8/8/1980,5916.928837,0,6.918400288
8/9/1980,5868.184473,0,6.886899948
8/10/1980,5825.442598,0,6.745200157
8/11/1980,5789.024178,0,6.264900208
8/12/1980,5759.250182,0,5.734200001
8/13/1980,5736.441577,0,5.308000088
8/14/1980,5720.919331,0,4.666699886
8/15/1980,5713.00441,0,4.153000355
8/16/1980,5715.937678,0,3.654199839
8/17/1980,5746.655914,0,3.531399727
8/18/1980,5806.090915,0,3.867499828
8/19/1980,5892.154189,0,4.265100002
8/20/1980,6002.757244,0,4.491299629
8/21/1980,6135.811588,0,5.16230011
8/22/1980,6289.228728,0,5.907999992
8/23/1980,6460.920174,0,6.624300003
8/24/1980,6648.797432,0,7.101099968
8/25/1980,6850.772012,0,7.226200104
8/26/1980,7064.75542,0,7.125599861
8/27/1980,7288.659165,0,6.646900177
8/28/1980,7520.394756,0,6.140600204
8/29/1980,7757.873699,0,5.678800106
8/30/1980,7999.007503,0,5.431400299
8/31/1980,8241.707676,1,5.495100021
9/1/1980,8483.885726,1,5.534600258
9/2/1980,8723.453161,1,5.618999958
9/3/1980,8958.321489,1,5.684000015
9/4/1980,9186.402219,1,5.878499985
9/5/1980,9405.606857,1,5.977799892
9/6/1980,9613.846912,1,6.031400204
9/7/1980,9809.033893,1,6.001999855
9/8/1980,9989.079306,1,5.686299801
9/9/1980,10151.89466,1,5.280599594
9/10/1980,10295.39146,1,4.779700279
9/11/1980,10417.48123,1,4.426599979
9/12/1980,10516.07545,1,4.045000076
9/13/1980,10589.08565,1,4.042200089
9/14/1980,10634.42333,1,4.00579977
9/15/1980,10650,1,3.995100021
9/16/1980,10644.22886,1,4.072299957
9/17/1980,10627.28444,1,4.331399918
9/18/1980,10599.72026,1,4.630199909
9/19/1980,10562.08983,1,4.993499756
9/20/1980,10514.94664,1,5.60130024
9/21/1980,10458.84422,1,6.092599869
9/22/1980,10394.33608,1,6.475899696
9/23/1980,10321.97572,1,6.505399704
9/24/1980,10242.31665,1,6.158100128
9/25/1980,10155.91238,1,6.022899628
9/26/1980,10063.31643,1,6.309500217
9/27/1980,9965.0823,1,6.397799969
9/28/1980,9861.763503,1,6.272000313
9/29/1980,9753.913547,1,5.956099987
9/30/1980,9642.085943,0,5.588099957
10/1/1980,9526.8342,0,5.285099983
10/2/1980,9408.711829,0,4.968300343
10/3/1980,9288.272338,0,5.061699867
10/4/1980,9166.069239,0,5.053799629
10/5/1980,9042.65604,0,4.994600296
10/6/1980,8918.586252,0,4.879799843
10/7/1980,8794.413384,0,4.75
10/8/1980,8670.690945,0,4.63010025
10/9/1980,8547.972446,0,4.735000134
10/10/1980,8426.811397,0,5.016900063
10/11/1980,8307.761306,0,5.018899918
10/12/1980,8191.375685,0,5.029300213
10/13/1980,8078.208042,0,4.87980032
10/14/1980,7968.811888,0,4.709800243
10/15/1980,7863.740732,0,4.548600197
10/16/1980,7761.879694,0,4.514100075
10/17/1980,7653.847445,0,4.641900063
10/18/1980,7538.722036,0,4.608699799
10/19/1980,7417.258298,0,5.042899609
10/20/1980,7290.211061,0,5.333100319
10/21/1980,7158.335157,0,5.554500103
10/22/1980,7022.385416,0,6.048799992
10/23/1980,6883.116669,0,6.800300121
10/24/1980,6741.283745,0,7.300199986
10/25/1980,6597.641476,0,7.549799919
10/26/1980,6452.944693,0,7.348999977
10/27/1980,6307.948225,0,6.805300236
10/28/1980,6163.406903,0,6.119599819
10/29/1980,6020.075559,0,5.345900059
10/30/1980,5878.709022,0,4.732999802
10/31/1980,5740.062123,0,4.655499935
11/1/1980,5604.889692,0,4.760499954
11/2/1980,5473.946561,0,4.724899769
11/3/1980,5347.98756,0,4.686600208
11/4/1980,5227.767519,0,4.597499847
11/5/1980,5114.041269,0,5.139999866
11/6/1980,5007.563641,0,5.434800148
11/7/1980,4909.089465,0,5.772699833
11/8/1980,4819.373571,0,5.94960022
11/9/1980,4739.170791,0,6.004199982
11/10/1980,4669.235954,0,5.970999718
11/11/1980,4610.323892,0,5.720499992
11/12/1980,4563.189435,0,5.410099983
11/13/1980,4528.587414,0,5.088799953
11/14/1980,4507.272659,0,4.730700016
11/15/1980,4500,0,4.618000031
11/16/1980,4501.324703,0,4.782500267
11/17/1980,4505.277923,0,4.960299969
11/18/1980,4511.828328,0,5.35379982
11/19/1980,4520.944586,0,6.131800175
11/20/1980,4532.595365,0,7.059600353
11/21/1980,4546.749332,0,7.811600208
11/22/1980,4563.375157,0,8.208600044
11/23/1980,4582.441506,0,8.164299965
11/24/1980,4603.917047,0,7.831299782
11/25/1980,4627.770448,0,7.122200012
11/26/1980,4653.970378,0,6.188199997
11/27/1980,4682.485503,0,5.188199997
11/28/1980,4713.284493,0,4.725800037
11/29/1980,4746.336014,0,4.432199955
11/30/1980,4781.608735,1,4.215099812
12/1/1980,4819.071323,1,4.281000137
12/2/1980,4858.692447,1,4.475899696
12/3/1980,4900.440773,1,5.068799973
12/4/1980,4944.284971,1,5.616700172
12/5/1980,4990.193708,1,6.028900146
12/6/1980,5038.135652,1,6.448599815
12/7/1980,5088.079471,1,6.618400097
12/8/1980,5139.993832,1,6.797299862
12/9/1980,5193.847404,1,6.672299862
12/10/1980,5249.608854,1,6.474100113
12/11/1980,5307.24685,1,6.126899719
12/12/1980,5366.73006,1,5.561600208
12/13/1980,5428.027153,1,4.910200119
12/14/1980,5491.106795,1,4.805099964
12/15/1980,5555.937655,1,4.717799664
12/16/1980,5633.337005,1,4.626299858
12/17/1980,5786.16028,1,5.693199635
12/18/1980,6019.590112,1,6.798099995
12/19/1980,6327.715544,1,7.630599976
12/20/1980,6704.625619,1,8.132200241
12/21/1980,7144.40938,1,8.363699913
12/22/1980,7641.15587,1,8.255000114
12/23/1980,8188.954133,1,7.722300053
12/24/1980,8781.89321,1,6.879799843
12/25/1980,9414.062146,1,5.975700378
12/26/1980,10079.54998,1,4.999700069
12/27/1980,10772.44577,1,4.472399712
12/28/1980,11486.83853,1,4.029200077
12/29/1980,12216.81733,1,3.658299923
12/30/1980,12956.47121,1,3.79640007
12/31/1980,13699.8892,1,4.464300156
1/1/1981,14441.16035,1,5.095900059
1/2/1981,15174.3737,1,5.662500381
1/3/1981,15893.6183,1,6.281899929
1/4/1981,16592.98318,1,6.626999855
1/5/1981,17266.5574,1,7.069299698
1/6/1981,17908.43,1,7.204900265
1/7/1981,18512.69001,1,7.136500359
1/8/1981,19073.42648,1,6.938199997
1/9/1981,19584.72846,1,6.360300064
1/10/1981,20040.68498,1,5.56910038
1/11/1981,20435.38509,1,5.052400112
1/12/1981,20762.91784,1,4.688099861
1/13/1981,21017.37226,1,4.404099941
1/14/1981,21192.83741,1,5.222000122
1/15/1981,21283.40231,1,6.128900051
1/16/1981,21292.56049,1,6.896399975
1/17/1981,21273.54621,1,7.418299675
1/18/1981,21236.80016,1,7.816699982
1/19/1981,21183.66057,1,7.933599949
1/20/1981,21115.46569,1,7.663300037
1/21/1981,21033.55377,1,7.115799904
1/22/1981,20939.26306,1,6.426000118
1/23/1981,20833.9318,1,5.501300335
1/24/1981,20718.89825,1,4.652400017
1/25/1981,20595.50065,1,4.08039999
1/26/1981,20465.07725,1,3.544499874
1/27/1981,20328.96629,1,3.248899937
1/28/1981,20188.50603,1,3.63470006
1/29/1981,20045.03471,1,4.194399834
1/30/1981,19899.89058,1,4.825100422
1/31/1981,19754.41189,1,5.447299957
2/1/1981,19609.93689,1,5.995100021
2/2/1981,19467.80382,1,6.655299664
2/3/1981,19329.35093,1,7.047899723
2/4/1981,19195.91647,1,7.221099854
2/5/1981,19068.83868,1,7.198400021
2/6/1981,18949.45583,1,6.761899948
2/7/1981,18839.10614,1,6.121099949
2/8/1981,18739.12788,1,5.310100079
2/9/1981,18650.85928,1,4.841300011
2/10/1981,18575.6386,1,4.63409996
2/11/1981,18514.80408,1,5.028100014
2/12/1981,18469.69398,1,5.496099949
2/13/1981,18441.64654,1,5.976200104
2/14/1981,18432,1,6.43599987
2/15/1981,18450.59224,1,6.814499855
2/16/1981,18504.64945,1,7.020500183
2/17/1981,18591.59236,1,6.953000069
2/18/1981,18708.8417,1,6.665999889
2/19/1981,18853.8182,1,6.140599728
2/20/1981,19023.94258,1,5.489900112
2/21/1981,19216.63559,1,4.735199928
2/22/1981,19429.31793,1,4.102199554
2/23/1981,19659.41036,1,3.620399952
2/24/1981,19904.33359,1,3.565799713
2/25/1981,20161.50835,1,3.564700127
2/26/1981,20428.35538,1,3.711699963
2/27/1981,20702.29541,1,3.989200115
2/28/1981,20980.74915,1,4.445899963
3/1/1981,21261.13735,1,5.047999859
3/2/1981,21540.88073,1,5.681599617
3/3/1981,21817.40003,1,6.183300018
3/4/1981,22088.11596,1,6.616499901
3/5/1981,22350.44927,1,6.752500057
3/6/1981,22601.82067,1,6.571000099
3/7/1981,22839.65091,1,6.130599976
3/8/1981,23061.3607,1,5.411600113
3/9/1981,23264.37079,1,5.334599972
3/10/1981,23446.10189,1,5.60529995
3/11/1981,23603.97474,1,5.63079977
3/12/1981,23735.41007,1,5.611800194
3/13/1981,23837.8286,1,5.616699696
3/14/1981,23908.65107,1,5.671700001
3/15/1981,23945.2982,1,5.775399685
3/16/1981,23943.03675,1,5.86439991
3/17/1981,23888.58255,1,5.830200195
3/18/1981,23782.87313,1,5.715500355
3/19/1981,23629.24658,1,5.370699883
3/20/1981,23431.04097,1,4.872499943
3/21/1981,23191.5944,1,4.42440033
3/22/1981,22914.24494,1,4.298799992
3/23/1981,22602.33066,1,4.463899612
3/24/1981,22259.18966,1,4.395299911
3/25/1981,21888.16001,1,4.361400127
3/26/1981,21492.57979,1,4.20140028
3/27/1981,21075.78708,1,4.089400291
3/28/1981,20641.11997,1,4.072000027
3/29/1981,20191.91653,1,4.248700142
3/30/1981,19731.51484,1,4.62169981
3/31/1981,19263.25298,1,5.096099854
4/1/1981,18790.46904,1,5.514100075
4/2/1981,18316.5011,1,5.711200237
4/3/1981,17844.68723,1,5.780900002
4/4/1981,17378.36552,1,5.709499836
4/5/1981,16920.87404,1,6.242799759
4/6/1981,16475.55088,1,6.496200085
4/7/1981,16045.73412,1,6.862699986
4/8/1981,15634.76184,1,6.722700119
4/9/1981,15245.97211,1,6.418900013
4/10/1981,14882.70302,1,5.92110014
4/11/1981,14548.29266,1,5.383700371
4/12/1981,14246.07909,1,5.023799896
4/13/1981,13979.40041,1,4.955299854
4/14/1981,13751.59468,1,4.972100258
4/15/1981,13566,1,4.96020031
4/16/1981,13406.18164,1,4.680900097
4/17/1981,13253.24557,1,4.591099739
4/18/1981,13106.84088,1,4.888599873
4/19/1981,12966.61666,1,5.09400034
4/20/1981,12832.222,1,5.31469965
4/21/1981,12703.30601,1,5.248100281
4/22/1981,12579.51777,1,5.307800293
4/23/1981,12460.50637,1,5.202600002
4/24/1981,12345.92091,1,4.893399715
4/25/1981,12235.41049,1,4.628599644
4/26/1981,12128.6242,1,4.398299694
4/27/1981,12025.21113,1,4.275000095
4/28/1981,11924.82037,1,4.531799793
4/29/1981,11827.10102,1,4.855100155
4/30/1981,11731.70218,1,5.250400066
5/1/1981,11638.27292,1,5.423399925
5/2/1981,11546.46236,1,5.988299847
5/3/1981,11455.91958,1,6.938300133
5/4/1981,11366.29368,1,7.521100044
5/5/1981,11277.23375,1,7.844400406
5/6/1981,11188.38888,1,7.694400311
5/7/1981,11099.40817,1,7.554200172
5/8/1981,11009.9407,1,6.886400223
5/9/1981,10919.63559,1,6.058599949
5/10/1981,10828.14191,1,5.227399826
5/11/1981,10735.10876,1,5.067700386
5/12/1981,10640.18524,1,4.916100025
5/13/1981,10543.02044,1,4.66779995
5/14/1981,10443.26345,1,4.487100124
5/15/1981,10340.56336,1,4.80670023
5/16/1981,10234.86054,1,5.29640007
5/17/1981,10127.73171,1,5.52850008
5/18/1981,10019.57746,1,5.923300266
5/19/1981,9910.527107,1,5.987500191
5/20/1981,9800.709984,1,6.087500095
5/21/1981,9690.255414,1,5.903699875
5/22/1981,9579.292723,1,5.854000092
5/23/1981,9467.951238,1,5.662800312
5/24/1981,9356.360285,1,5.296300411
5/25/1981,9244.64919,1,4.869700432
5/26/1981,9132.947279,1,4.80189991
5/27/1981,9021.383879,1,4.937300205
5/28/1981,8910.088315,1,5.014600277
5/29/1981,8799.189913,1,5.100000381
5/30/1981,8688.818,1,6.006999969
5/31/1981,8579.101902,1,7.049099922
6/1/1981,8470.170945,1,7.889899731
6/2/1981,8362.154455,1,8.391699791
6/3/1981,8255.181759,1,8.408100128
6/4/1981,8149.382182,1,7.901200294
6/5/1981,8044.88505,1,7.715800285
6/6/1981,7941.819691,1,6.859200001
6/7/1981,7840.315429,1,5.890799999
6/8/1981,7740.501591,1,5.313999653
6/9/1981,7642.507504,1,4.913399696
6/10/1981,7546.462493,1,4.62019968
6/11/1981,7452.495885,1,4.298099995
6/12/1981,7360.737005,1,4.642400265
6/13/1981,7271.31518,1,5.234499931
6/14/1981,7184.359737,1,5.647200108
6/15/1981,7100,1,6.103000164
6/16/1981,7016.968151,1,6.35049963
6/17/1981,6933.974903,1,6.561900139
6/18/1981,6851.117386,1,6.55700016
6/19/1981,6768.492725,1,6.467400074
6/20/1981,6686.19805,1,6.317199707
6/21/1981,6604.330487,1,6.166999817
6/22/1981,6522.987164,1,5.608000278
6/23/1981,6442.265209,1,5.204100132
6/24/1981,6362.26175,1,5.088699818
6/25/1981,6283.073913,1,5.031799793
6/26/1981,6204.798828,1,4.949399948
6/27/1981,6127.533621,1,5.661600113
6/28/1981,6051.37542,1,6.686900139
6/29/1981,5976.421352,1,7.638299942
6/30/1981,5902.768546,1,8.262499809
7/1/1981,5830.514129,0,8.475000381
7/2/1981,5759.755229,0,8.249799728
7/3/1981,5690.588973,0,7.776399612
7/4/1981,5623.112488,0,7.429800034
7/5/1981,5557.422904,0,6.657799721
7/6/1981,5493.617346,0,5.560400009
7/7/1981,5431.792944,0,4.973700047
7/8/1981,5372.046824,0,4.467999935
7/9/1981,5314.476114,0,4.061699867
7/10/1981,5259.177942,0,4.129199982
7/11/1981,5206.249435,0,4.624599934
7/12/1981,5155.787722,0,5.197700024
7/13/1981,5107.889929,0,5.750500202
7/14/1981,5062.653184,0,6.177800179
7/15/1981,5020.174616,0,6.552999973
7/16/1981,4980.362694,0,6.78579998
7/17/1981,4942.122354,0,6.826099873
7/18/1981,4905.208083,0,6.822299957
7/19/1981,4869.556332,0,6.406799793
7/20/1981,4835.103552,0,6.284399986
7/21/1981,4801.786194,0,5.61439991
7/22/1981,4769.540708,0,5.27159977
7/23/1981,4738.303546,0,4.934599876
7/24/1981,4708.011157,0,4.959799767
7/25/1981,4678.599992,0,5.562099934
7/26/1981,4650.006502,0,6.142099857
7/27/1981,4622.167139,0,6.955200195
7/28/1981,4595.018351,0,7.585599899
7/29/1981,4568.496591,0,7.927799702
7/30/1981,4542.538309,0,7.902099609
7/31/1981,4517.079955,0,7.664899826
8/1/1981,4492.05798,0,7.198700428
8/2/1981,4467.408835,0,6.586599827
8/3/1981,4443.06897,0,5.902899742
8/4/1981,4418.974837,0,4.975200176
8/5/1981,4395.062886,0,4.370900154
8/6/1981,4371.269567,0,3.747499943
8/7/1981,4347.531331,0,3.904699802
8/8/1981,4323.784629,0,4.14470005
8/9/1981,4299.965912,0,4.411499977
8/10/1981,4276.01163,0,4.904300213
8/11/1981,4251.858234,0,5.467999935
8/12/1981,4227.442175,0,6.022299767
8/13/1981,4202.699903,0,6.441599846
8/14/1981,4177.567869,0,6.667399883
8/15/1981,4151.982524,0,6.868599892
8/16/1981,4125.77571,0,6.657400131
8/17/1981,4098.336052,0,6.152199745
8/18/1981,4069.699364,0,5.924000263
8/19/1981,4040.014937,0,5.202899933
8/20/1981,4009.432063,0,4.909499645
8/21/1981,3978.100033,0,5.05039978
8/22/1981,3946.168138,0,5.528300285
8/23/1981,3913.785668,0,5.870799541
8/24/1981,3881.101916,0,6.157699585
8/25/1981,3848.266172,0,6.640699863
8/26/1981,3815.427727,0,6.978000164
8/27/1981,3782.735872,0,7.059499741
8/28/1981,3750.339899,0,6.952000141
8/29/1981,3718.389099,0,6.684800148
8/30/1981,3687.032762,0,6.063999653
8/31/1981,3656.420181,0,5.378299713
9/1/1981,3626.700645,1,4.849299908
9/2/1981,3598.023446,1,4.212800026
9/3/1981,3570.537876,1,3.868700027
9/4/1981,3544.393225,1,3.856400013
9/5/1981,3519.738784,1,3.905900002
9/6/1981,3496.723845,1,4.076900005
9/7/1981,3475.497699,1,4.197199821
9/8/1981,3456.209637,1,4.549099922
9/9/1981,3439.008949,1,5.071799755
9/10/1981,3424.044928,1,5.540500164
9/11/1981,3411.466863,1,6.029700279
9/12/1981,3401.424047,1,6.344600201
9/13/1981,3394.065771,1,6.294800282
9/14/1981,3389.541325,1,6.073500156
9/15/1981,3388,1,5.521500111
9/16/1981,3389.872178,1,5.456099987
9/17/1981,3395.466324,1,5.686900139
9/18/1981,3404.748856,1,5.772600174
9/19/1981,3417.686192,1,5.797500134
9/20/1981,3434.244752,1,5.754600048
9/21/1981,3454.390953,1,5.730999947
9/22/1981,3478.091213,1,5.725500107
9/23/1981,3505.311951,1,5.897500038
9/24/1981,3536.019586,1,6.011099815
9/25/1981,3570.180535,1,5.965099812
9/26/1981,3607.761217,1,5.727499962
9/27/1981,3648.72805,1,5.293600082
9/28/1981,3693.047453,1,4.967900276
9/29/1981,3740.685844,1,4.818300247
9/30/1981,3791.609641,1,4.77519989
10/1/1981,3845.785263,1,4.768599987
10/2/1981,3903.179128,1,4.57859993
10/3/1981,3963.757654,1,4.397600174
10/4/1981,4027.487259,1,4.180299759
10/5/1981,4094.334363,1,4.074100018
10/6/1981,4164.265383,1,4.167600155
10/7/1981,4237.246737,1,4.206600189
10/8/1981,4313.244844,1,4.628499985
10/9/1981,4392.226123,1,5.051199913
10/10/1981,4474.156991,1,5.330500126
10/11/1981,4559.003867,1,5.525099754
10/12/1981,4646.73317,1,5.442399979
10/13/1981,4737.311317,1,6.086999893
10/14/1981,4830.704727,1,6.636800289
10/15/1981,4926.879818,1,6.956299782
10/16/1981,5037.982614,1,6.993199825
10/17/1981,5235.502979,1,6.726500034
10/18/1981,5527.615121,1,6.287399769
10/19/1981,5910.140958,1,5.811600208
10/20/1981,6378.902407,1,5.397599697
10/21/1981,6929.721386,1,4.985599995
10/22/1981,7558.41981,1,5.329400063
10/23/1981,8260.819597,1,5.339699745
10/24/1981,9032.742664,1,5.120100021
10/25/1981,9870.010928,1,5.015100002
10/26/1981,10768.44631,1,5.204199791
10/27/1981,11723.87072,1,5.574100018
10/28/1981,12732.10607,1,5.650599957
10/29/1981,13788.97429,1,5.708100319
10/30/1981,14890.2973,1,5.624500275
10/31/1981,16031.897,1,5.334899902
11/1/1981,17209.59532,1,5.045099735
11/2/1981,18419.21417,1,4.700300217
11/3/1981,19656.57548,1,4.371500015
11/4/1981,20917.50115,1,4.161999702
11/5/1981,22197.8131,1,4.252400398
11/6/1981,23493.33325,1,4.304300308
11/7/1981,24799.88353,1,4.802600384
11/8/1981,26113.28583,1,5.025500298
11/9/1981,27429.36209,1,5.608500004
11/10/1981,28743.93422,1,6.671199799
11/11/1981,30052.82414,1,7.460400105
11/12/1981,31351.85376,1,8.007800102
11/13/1981,32636.84499,1,8.152299881
11/14/1981,33903.61977,1,7.871799946
11/15/1981,35148,1,7.322999954
11/16/1981,36457.34767,1,6.501100063
11/17/1981,37913.07267,1,5.573600292
11/18/1981,39502.06877,1,5.138299942
11/19/1981,41211.22971,1,4.9593997
11/20/1981,43027.44927,1,5.020999908
11/21/1981,44937.6212,1,4.960999966
11/22/1981,46928.63927,1,5.126699924
11/23/1981,48987.39724,1,5.546900272
11/24/1981,51100.78887,1,5.924799919
11/25/1981,53255.70793,1,6.199699879
11/26/1981,55439.04817,1,6.302800179
11/27/1981,57637.70335,1,6.402500153
11/28/1981,59838.56724,1,6.206300259
11/29/1981,62028.53361,1,6.064899921
11/30/1981,64194.4962,1,5.702899933
12/1/1981,66323.34879,1,5.195300102
12/2/1981,68401.98514,1,4.724999905
12/3/1981,70417.299,1,4.387499809
12/4/1981,72356.18414,1,4.402400017
12/5/1981,74205.53432,1,4.416500092
12/6/1981,75952.2433,1,4.597900391
12/7/1981,77583.20485,1,5.405900002
12/8/1981,79085.31272,1,6.536300182
12/9/1981,80445.46068,1,7.635200024
12/10/1981,81650.5425,1,8.362299919
12/11/1981,82687.45192,1,8.71269989
12/12/1981,83543.08271,1,8.731999397
12/13/1981,84204.32865,1,8.322899818
12/14/1981,84658.08347,1,7.517199993
12/15/1981,84891.24096,1,6.448900223
12/16/1981,84913.278,1,5.383699894
12/17/1981,84853.01286,1,4.931500435
12/18/1981,84736.34356,1,4.516000271
12/19/1981,84567.29898,1,4.230000019
12/20/1981,84349.90799,1,4.663299561
12/21/1981,84088.19946,1,5.275499821
12/22/1981,83786.20224,1,5.685500145
12/23/1981,83447.94522,1,6.169199944
12/24/1981,83077.45725,1,6.391200066
12/25/1981,82678.76721,1,6.672199726
12/26/1981,82255.90396,1,6.69590044
12/27/1981,81812.89638,1,6.68419981
12/28/1981,81353.77332,1,6.490300179
12/29/1981,80882.56366,1,6.068099976
12/30/1981,80403.29626,1,5.637499809
12/31/1981,79920,1,4.956200123
1/1/1982,79436.70374,1,4.508900166
1/2/1982,78957.43634,1,4.322899818
1/3/1982,78486.22668,1,4.136000156
1/4/1982,78027.10362,1,4.809800148
1/5/1982,77584.09604,1,5.996399879
1/6/1982,77161.23279,1,7.081700325
1/7/1982,76762.54275,1,7.918100357
1/8/1982,76392.05478,1,8.452300072
1/9/1982,76053.79776,1,8.766900063
1/10/1982,75751.80054,1,8.62610054
1/11/1982,75490.09201,1,8.029100418
1/12/1982,75272.70102,1,7.044799805
1/13/1982,75103.65644,1,5.940599918
1/14/1982,74986.98714,1,5.025100231
1/15/1982,74926.722,1,4.437199593
1/16/1982,74939.3912,1,3.862399817
1/17/1982,75098.32607,1,3.975000143
1/18/1982,75405.47586,1,4.414299965
1/19/1982,75849.65453,1,4.986299992
1/20/1982,76419.67606,1,5.506899834
1/21/1982,77104.35442,1,5.870599747
1/22/1982,77892.50357,1,6.321100235
1/23/1982,78772.93748,1,6.597499847
1/24/1982,79734.47012,1,6.718999863
1/25/1982,80765.91545,1,6.781400204
1/26/1982,81856.08746,1,6.532799721
1/27/1982,82993.8001,1,6.164399624
1/28/1982,84167.86734,1,5.486999989
1/29/1982,85367.10315,1,4.784199715
1/30/1982,86580.3215,1,4.423000336
1/31/1982,87796.33636,1,4.042099953
2/1/1982,89003.9617,1,4.525499821
2/2/1982,90192.01148,1,5.28399992
2/3/1982,91349.29968,1,6.138400078
2/4/1982,92464.64025,1,6.907000065
2/5/1982,93526.84718,1,7.561699867
2/6/1982,94524.73442,1,8.006199837
2/7/1982,95447.11595,1,8.098500252
2/8/1982,96282.80573,1,7.767000198
2/9/1982,97020.61774,1,7.12680006
2/10/1982,97649.36593,1,6.205699921
2/11/1982,98157.86429,1,5.096599579
2/12/1982,98534.92677,1,4.42539978
2/13/1982,98769.36735,1,3.785900116
2/14/1982,98850,1,3.767799854
2/15/1982,98800.97551,1,3.84250021
2/16/1982,98658.43611,1,4.106400013
2/17/1982,98429.18288,1,4.477499962
2/18/1982,98120.0169,1,4.920000076
2/19/1982,97737.73925,1,5.437399864
2/20/1982,97289.15103,1,5.849699974
2/21/1982,96781.05332,1,6.162499905
2/22/1982,96220.2472,1,6.429999828
2/23/1982,95613.53376,1,6.407999992
2/24/1982,94967.71408,1,6.124799728
2/25/1982,94289.58925,1,5.61590004
2/26/1982,93585.96035,1,4.940199852
2/27/1982,92863.62846,1,4.544799805
2/28/1982,92129.39468,1,4.557199955
3/1/1982,91390.06008,1,4.922600269
3/2/1982,90652.42576,1,5.262200356
3/3/1982,89923.29279,1,5.631000042
3/4/1982,89209.46226,1,6.045899868
3/5/1982,88517.73526,1,6.470200062
3/6/1982,87854.91287,1,6.815899849
3/7/1982,87227.79617,1,6.964300156
3/8/1982,86643.18626,1,6.80189991
3/9/1982,86107.8842,1,6.458300114
3/10/1982,85628.6911,1,5.781799793
3/11/1982,85212.40804,1,4.893699646
3/12/1982,84865.83609,1,4.557600021
3/13/1982,84595.77635,1,4.462200165
3/14/1982,84409.02989,1,4.36439991
3/15/1982,84312.39781,1,4.177799702
3/16/1982,84333.63293,1,3.98939991
3/17/1982,84596.00698,1,3.964099884
3/18/1982,85103.65989,1,4.078000069
3/19/1982,85838.75319,1,4.339400291
3/20/1982,86783.44842,1,4.736700058
3/21/1982,87919.90712,1,5.199699879
3/22/1982,89230.29082,1,5.503200054
3/23/1982,90696.76107,1,5.691800117
3/24/1982,92301.47941,1,5.563900471
3/25/1982,94026.60736,1,5.286900043
3/26/1982,95854.30647,1,5.157900333
3/27/1982,97766.73828,1,5.449300289
3/28/1982,99746.06432,1,5.910699844
3/29/1982,101774.4461,1,6.032099724
3/30/1982,103834.0453,1,5.917299747
3/31/1982,105907.0232,1,5.743999958
4/1/1982,107975.5416,1,5.659200191
4/2/1982,110021.7618,1,5.656000137
4/3/1982,112027.8456,1,5.685200214
4/4/1982,113975.9543,1,5.661400318
4/5/1982,115848.2496,1,5.532700062
4/6/1982,117626.8929,1,5.400000095
4/7/1982,119294.0459,1,5.027299881
4/8/1982,120831.87,1,5.14620018
4/9/1982,122222.5268,1,5.302300453
4/10/1982,123448.1778,1,5.192399979
4/11/1982,124490.9845,1,5.322199821
4/12/1982,125333.1086,1,5.132500172
4/13/1982,125956.7115,1,4.792300224
4/14/1982,126343.9548,1,4.420599937
4/15/1982,126477,1,4.137899876
4/16/1982,126262.8939,1,3.971300125
4/17/1982,125637.9152,1,3.993999958
4/18/1982,124628.0731,1,4.285400391
4/19/1982,123259.3768,1,4.624799728
4/20/1982,121557.8355,1,4.877299786
4/21/1982,119549.4585,1,5.002699852
4/22/1982,117260.255,1,5.318399906
4/23/1982,114716.2342,1,6.143100262
4/24/1982,111943.4053,1,6.777800083
4/25/1982,108967.7777,1,7.124899864
4/26/1982,105815.3605,1,7.258200169
4/27/1982,102512.1629,1,7.187699795
4/28/1982,99084.19413,1,6.775599957
4/29/1982,95557.4635,1,6.185899734
4/30/1982,91957.98019,1,5.556399822
5/1/1982,88311.75345,1,5.327899933
5/2/1982,84644.79248,1,5.269500256
5/3/1982,80983.10653,1,5.256500244
5/4/1982,77352.70483,1,5.022099972
5/5/1982,73779.59659,1,5.202799797
5/6/1982,70289.79105,1,5.568500042
5/7/1982,66909.29744,1,5.911499977
5/8/1982,63664.12499,1,5.922600269
5/9/1982,60580.28292,1,6.029799938
5/10/1982,57683.78047,1,5.806000233
5/11/1982,55000.62686,1,5.688799858
5/12/1982,52556.83133,1,5.439700127
5/13/1982,50378.40309,1,4.995699883
5/14/1982,48491.35138,1,4.526200294
5/15/1982,46921.68543,1,4.198200226
5/16/1982,45655.42793,1,4.323699951
5/17/1982,44468.43355,1,4.451399803
5/18/1982,43320.56813,1,4.636300087
5/19/1982,42210.54675,1,4.817800045
5/20/1982,41137.08452,1,5.523099899
5/21/1982,40098.89654,1,6.600800037
5/22/1982,39094.69791,1,7.401800156
5/23/1982,38123.20373,1,8.048999786
5/24/1982,37183.12911,1,8.286700249
5/25/1982,36273.18915,1,7.986400127
5/26/1982,35392.09894,1,7.905600071
5/27/1982,34538.57359,1,7.170899868
5/28/1982,33711.3282,1,6.257399559
5/29/1982,32909.07787,1,5.660599709
5/30/1982,32130.53771,1,5.409100056
5/31/1982,31374.42281,1,5.092200279
6/1/1982,30639.44828,1,4.720499992
6/2/1982,29924.32921,1,5.301400185
6/3/1982,29227.78071,1,5.663000107
